,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
3584,3584,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.2,0.0,,24793.15,12.396574999999997,2000.0,0.4921021152507706,0.008678328832948,0.0094940783231765,59966637646956.08,4.079104372866358,50.55947614176718,244574149344740.25,0.0051109280202918,0.003162246953165
3585,3585,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.05,0.2,,24833.5,12.41675,2000.0,0.4865913348574054,0.0094833663054824,0.0096301022740031,60064231289920.16,4.121575840066408,51.17795389320148,247565945967030.3,0.0051192458800885,0.0031673934014606
3586,3586,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.05,0.05,,24851.5,12.425749999999995,2000.0,0.4912664554726689,0.0089588255224548,0.0096461755935169,60107767487524.95,4.085107050497595,50.76462742812903,245566539004954.25,0.0051229564495146,0.0031696892148267
3587,3587,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.05,0.0,,24794.35,12.397175,2000.0,0.4823780746366538,0.0085602853900342,0.0096123704030187,59969540060129.73,4.155072765715699,51.51270080149469,249185235694479.8,0.0051111753915869,0.0031624000073894
3588,3588,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.0,0.2,,24847.85,12.423924999999995,2000.0,0.4983045126973138,0.0094131742272437,0.009990542036212,60098939314121.77,4.023541833775007,49.9935768487992,241836693406621.97,0.0051222040284921,0.0031692236748941
3589,3589,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.0,0.05,,24893.1,12.446549999999998,2000.0,0.4835272709641572,0.008554972085823,0.0100167917635214,60208384477544.9,4.143035758274429,51.5686021268863,249455650266548.56,0.0051315319877436,0.003174995094606
3590,3590,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.5,0.0,0.0,,24802.5,12.40125,2000.0,0.4943227500322337,0.0085085229453777,0.0099903197608462,59989252282934.14,4.0568535118109335,50.30618365491968,243348883593717.9,0.0051128554549659,0.0031634395006635
3591,3591,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.2,0.2,,24821.4,12.4107,2000.0,0.4832384756505803,0.0092508962321239,0.0095764901301848,60034965290419.17,4.152595614634069,51.53605349674435,249298200978368.1,0.0051167515528632,0.0031658501046979
3592,3592,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.2,0.05,,24860.55,12.430275,2000.0,0.4942226331438178,0.0088060932169183,0.009566203792268,60129656520209.58,4.056125524203725,50.42060922554512,243902400733027.9,0.0051248220413649,0.0031708434987691
3593,3593,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.2,0.0,,24840.25,12.420125,2000.0,0.4898704332190959,0.0086025039061468,0.0095245266872185,60080557364021.96,4.097228270462443,50.88725585222563,246159736260891.4,0.0051206373436233,0.0031682543314729
3594,3594,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.05,0.2,,24859.8,12.429900000000002,2000.0,0.4951161315955346,0.0095064365793036,0.0096533471561832,60127842511976.05,4.051154198508288,50.35603278078666,243590021526403.7,0.0051246674343055,0.0031707478398788
3595,3595,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.05,0.05,,24846.9,12.42345,2000.0,0.4876989731369917,0.008649984125548,0.0096801356738491,60096641570359.29,4.112936949374729,51.09448900936307,247162196669713.6,0.0051220081928835,0.0031691025069665
3596,3596,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.05,0.0,,24918.4,12.459200000000004,2000.0,0.4938993812007993,0.0085846953241394,0.0096051262370644,60269577021956.086,4.060224003794631,50.5904273406414,244723871290328.44,0.0051367473992147,0.0031782219878373
3597,3597,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.0,0.2,,24853.1,12.426550000000002,2000.0,0.491286706545236,0.0094603777207252,0.0099711979647654,60111637371756.48,4.080022083943618,50.70064313735477,245257024257537.7,0.005123286277908,0.0031698932871259
3598,3598,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.0,0.05,,24875.8,12.437900000000004,2000.0,0.4931741728153838,0.0083735685467999,0.0100135995684413,60166541354291.42,4.074554051553994,50.68572690932003,245184869162955.6,0.0051279657182397,0.0031727885628709
3599,3599,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.2,0.0,0.0,0.0,,24840.2,12.4201,2000.0,0.4888449097212401,0.0086855552735908,0.0100157236217216,60080436430139.73,4.094909501735107,50.85834469742783,246019882733307.03,0.005120627036486,0.0031682479542135
3600,3600,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.2,0.2,,24822.6,12.411300000000002,2000.0,0.3768723818556737,0.0096207344939573,0.0096135314567305,60037867703592.81,5.316681077595875,65.98559475407411,319195765809221.4,0.0051169989241583,0.0031660031589223
3601,3601,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.2,0.05,,24891.9,12.44595,2000.0,0.3776487284898167,0.0089809517918907,0.0094922541533705,60205482064371.27,5.307492725161295,66.05569910376192,319534885455995.2,0.0051312846164486,0.0031748420403816
3602,3602,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.2,0.0,,24847.9,12.42395,2000.0,0.3760017270875437,0.0085554810642859,0.009514147004574,60099060248003.984,5.3294781022025735,66.21216346244432,320291759149073.3,0.0051222143356294,0.0031692300521535
3603,3603,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.05,0.2,,24771.2,12.3856,2000.0,0.3726259182275043,0.0093091041402653,0.0096674622633777,59913547672654.7,5.379592182359936,66.62281080839023,322278206260071.5,0.0051064031870195,0.0031594473363103
3604,3604,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.05,0.05,,24897.95,12.448975,2000.0,0.3790033053765228,0.0084953891407488,0.0095807412320475,60220115064121.75,5.291592293988908,65.8808477443766,318689067307809.94,0.0051325317800612,0.003175613688763
3605,3605,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.05,0.0,,24796.0,12.397999999999998,2000.0,0.3811928750676315,0.0086530196746395,0.009600859002862,59973530878243.52,5.255642568908634,65.1577058837153,315190973203138.3,0.0051115155271176,0.003162610456948
3606,3606,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.0,0.2,,24802.6,12.401300000000004,2000.0,0.3778436778384161,0.0093186460366706,0.0099784608834058,59989494150698.6,5.303536195760307,65.77039456192601,318154766021449.3,0.0051128760692405,0.0031634522551822
3607,3607,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.0,0.05,,24847.45,12.423725,2000.0,0.383837203735311,0.0085768959493048,0.0099831221881261,60097971843063.88,5.226192877166403,64.92724370833996,314076145780074.9,0.0051221215713937,0.0031691726568193
3608,3608,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,2.0,0.0,0.0,,24885.5,12.442749999999997,2000.0,0.3780682022952646,0.0087004017827255,0.0099707984856503,60190002527445.11,5.302949609488378,65.98077027309056,319172428080616.9,0.0051299653028749,0.0031740257511848
3609,3609,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.2,0.2,,24896.2,12.448099999999998,2000.0,0.3680513786059805,0.0094583601467237,0.0097287447038981,60215882378243.5,5.448759130195727,67.83265987058037,328130676020458.4,0.0051321710302559,0.0031753904846858
3610,3610,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.2,0.05,,24777.0,12.388500000000002,2000.0,0.3732868986092967,0.0086254658872802,0.009531961465863,59927576002994.0,5.368139296216684,66.50250502863108,321696244460005.6,0.0051075988149457,0.0031601870983949
3611,3611,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.2,0.0,,24874.8,12.4374,2000.0,0.3727340311751391,0.0087477952550347,0.0096192720146732,60164122676646.7,5.374341850514579,66.84533429628304,323354631431250.3,0.0051277595754938,0.0031726610176839
3612,3612,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.05,0.2,,24863.35,12.431675,2000.0,0.3711711165206793,0.0096880665979844,0.0096363304456595,60136428817614.766,5.395358630619719,67.07144094171123,324448389608485.6,0.0051253992410534,0.0031712006252927
3613,3613,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.05,0.05,,24863.15,12.431575,2000.0,0.3677771496731452,0.0086360240463278,0.0096868493645718,60135945082085.83,5.450922038930629,67.75909663318474,327774824504935.6,0.0051253580125042,0.0031711751162553
3614,3614,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.05,0.0,,24792.05,12.396025000000002,2000.0,0.3778389395800559,0.0084988658070581,0.009580982369644,59963977101546.9,5.307553125213919,65.7934861984191,318266468471380.6,0.0051107012632713,0.0031621066534593
3615,3615,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.0,0.2,,24848.0,12.424,2000.0,0.3750714685113053,0.0095400214458412,0.0100608417716004,60099302115768.46,5.3416185136462655,66.3739219035698,321074242199860.2,0.0051222349499039,0.0031692428066722
3616,3616,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.0,0.05,,24848.35,12.424175000000002,2000.0,0.3697013214120261,0.0085728259375714,0.0099694442680465,60100148652944.11,5.427361603120421,67.43036478424975,326184631756688.7,0.005122307099865,0.0031692874474876
3617,3617,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,1.0,0.0,0.0,,24797.45,12.398725000000002,2000.0,0.3762093168279648,0.0086397938257255,0.0099049601549145,59977037960828.336,5.328339380188717,66.06316741827855,319571012346725.25,0.0051118144340991,0.0031627953974691
3618,3618,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.2,0.2,,24831.65,12.415825000000002,2000.0,0.3731597729920509,0.009675147601869,0.0095321537982971,60059756736277.46,5.370708772812732,66.68133726283735,322561319514062.44,0.0051188645160086,0.0031671574428647
3619,3619,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.2,0.05,,24901.75,12.450875,2000.0,0.3801026494618213,0.0086090586200874,0.0096627073975199,60229306039171.65,5.273976611795644,65.66346142622552,317637492451854.1,0.0051333151224956,0.0031760983604736
3620,3620,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.2,0.0,,24828.55,12.414275,2000.0,0.3775828392920061,0.0087423305263013,0.0095281016193614,60052258835578.85,5.311995887712628,65.94339704507932,318991640498414.06,0.0051182254734964,0.0031667620527849
3621,3621,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.05,0.2,,24895.1,12.447549999999998,2000.0,0.3739385715813341,0.0095312651401515,0.0096734085094426,60213221832834.33,5.354472891376428,66.65367614562274,322427512862393.0,0.0051319442732354,0.0031752501849801
3622,3622,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.05,0.05,,24824.65,12.412325,2000.0,0.3747599578459472,0.0088684861313818,0.0096802786336223,60042825992764.48,5.346935038197682,66.36082952445688,321010909710507.3,0.0051174215167874,0.0031662646265556
3623,3623,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.05,0.0,,24885.75,12.442875,2000.0,0.3780660478503819,0.0086453913056816,0.0096415511339922,60190607196856.3,5.299223083640526,65.93972431702123,318973874207915.6,0.0051300168385613,0.0031740576374816
3624,3624,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.0,0.2,,24850.9,12.42545,2000.0,0.3773118574147361,0.0098151615596282,0.0099793056053335,60106316280938.125,5.3102337791008924,65.98357957368917,319186017665727.1,0.005122832763867,0.0031696126877145
3625,3625,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.0,0.05,,24818.85,12.409425,2000.0,0.371876669421772,0.0086623270563974,0.0099182401909076,60028797662425.15,5.393329888975923,66.92732197142706,323751234945275.6,0.0051162258888612,0.003165524864471
3626,3626,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.5,0.0,0.0,,24910.0,12.454999999999998,2000.0,0.3713714667970634,0.0087821141551629,0.0099590989004454,60249260129740.52,5.407788056286424,67.35357041069383,325813150087570.25,0.0051350158001492,0.0031771506082664
3627,3627,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.2,0.2,,24801.85,12.400925,2000.0,0.3766208808229521,0.0094827785413603,0.0095763252651471,59987680142465.08,5.323070155228568,66.01288329228957,319327770163898.5,0.0051127214621811,0.003163356596292
3628,3628,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.2,0.05,,24834.9,12.417450000000002,2000.0,0.3811790733299744,0.0085976240032588,0.0094018314710471,60067617438622.75,5.265343283711025,65.38130678110888,316272610186864.44,0.0051195344799328,0.0031675719647224
3629,3629,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.2,0.0,,24863.4,12.4317,2000.0,0.3644131397954083,0.0085605893662003,0.009616630133656,60136549751497.016,5.506023024798773,68.45037688025558,331118792664576.06,0.0051254095481907,0.0031712070025521
3630,3630,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.05,0.2,,24812.45,12.406225,2000.0,0.3820254285680448,0.0095507437594092,0.0095540697948388,60013318125499.0,5.247295846733462,65.09957247070713,314909761230231.1,0.0051149065752875,0.0031647085752742
3631,3631,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.05,0.05,,24892.75,12.446375,2000.0,0.3742671456185917,0.0086561531850863,0.0096053505039668,60207537940369.27,5.355624073738944,66.65119667554964,322415518784720.0,0.0051314598377826,0.0031749504537906
3632,3632,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.05,0.0,,24839.35,12.419674999999998,2000.0,0.3691459016347949,0.0084321212498126,0.0096051373599593,60078380554141.73,5.4323685303528135,67.47673002543453,326408916901379.1,0.005120451815152,0.0031681395408046
3633,3633,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.0,0.2,,24819.95,12.409975,2000.0,0.3740135452715663,0.0093653105478912,0.0099687110633728,60031458207834.336,5.358358241832351,66.49080406914152,321639642761727.6,0.0051164526458817,0.0031656651641767
3634,3634,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.0,0.05,,24867.6,12.4338,2000.0,0.3801186412407901,0.0085362138241754,0.0099536257714879,60146708197604.77,5.267375320424406,65.49515128534212,316823316501588.6,0.0051262753477234,0.0031717426923375
3635,3635,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.05,0.0,0.0,0.0,,24871.0,12.4355,2000.0,0.3664552309695296,0.0087858853061779,0.0100183447038492,60154931701596.81,5.473058150584675,68.07834967020115,329319164872210.6,0.0051269762330594,0.0031721763459733
3636,3636,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.2,0.2,,24861.5,12.430749999999998,2000.0,0.3697580922979568,0.0095891972734386,0.0095267356688768,60131954263972.06,5.420449006858713,67.37778424550231,325930281009458.1,0.0051250178769735,0.0031709646666967
3637,3637,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.2,0.05,,24820.85,12.410425,2000.0,0.364912493784243,0.0089559084764425,0.0094286341192325,60033635017714.58,5.4951634130001175,68.19829759892855,329899395619695.3,0.005116638174353,0.003165779954845
3638,3638,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.2,0.0,,24847.1,12.42355,2000.0,0.3641501364568625,0.008770685447091,0.0095489207328378,60097125305888.23,5.503217319601824,68.36823914170976,330721463240560.4,0.0051220494214326,0.0031691280160039
3639,3639,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.05,0.2,,24873.15,12.436575,2000.0,0.3733481066286572,0.0095264019560729,0.0096824822940979,60160131858532.92,5.38321671598031,66.95142070225728,323867809068325.5,0.0051274194399631,0.0031724505681253
3640,3640,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.05,0.05,,24850.5,12.42525,2000.0,0.3622074322637786,0.0086567544599858,0.0096869258714168,60105348809880.23,5.535362906044382,68.77133048963432,332671359304563.1,0.0051227503067687,0.0031695616696397
3641,3641,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.05,0.0,,24868.3,12.43415,2000.0,0.3746232594550179,0.0086622456909746,0.0095725970605639,60148401271956.086,5.356210358744272,66.60459361155355,322190083206595.2,0.0051264196476455,0.0031718319739684
3642,3642,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.0,0.2,,24821.65,12.410825,2000.0,0.367045706828253,0.0094751028244034,0.0099559616992978,60035569959830.33,5.459621817871097,67.76258833786592,327791715121044.2,0.0051168030885497,0.0031658819909946
3643,3643,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.0,0.05,,24824.75,12.412375,2000.0,0.3714742882448831,0.0087723436885989,0.0099537702090872,60043067860528.95,5.399206179220696,67.02814839101595,324238968159387.25,0.005117442131062,0.0031662773810744
3644,3644,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,2.0,0.0,0.0,,24830.2,12.4151,2000.0,0.3701705549877147,0.0087630770754926,0.0099654011595239,60056249653692.63,5.41103666104758,67.17880989710459,324967771392777.2,0.0051185656090271,0.0031669725023435
3645,3645,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.2,0.2,,24855.25,12.427625,2000.0,0.3639406251269975,0.0096079970906903,0.0095620116229818,60116837528692.61,5.505571269529681,68.42312411121736,330986961338117.7,0.0051237294848116,0.003170167509278
3646,3646,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.2,0.05,,24860.0,12.43,2000.0,0.3651672223943933,0.0087523730344323,0.0095404994901477,60128326247504.98,5.490678948115387,68.25008504717229,330149909906382.6,0.0051247086628546,0.0031707733489162
3647,3647,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.2,0.0,,24852.7,12.42635,2000.0,0.3637789926432901,0.0087841937742684,0.0095955703634938,60110669900698.6,5.502233608019202,68.37069472920724,330733341789729.9,0.0051232038208096,0.0031698422690511
3648,3648,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.05,0.2,,24818.25,12.409125,2000.0,0.3713264499408183,0.0094278358070631,0.0095970307635909,60027346455838.31,5.402021805851427,67.03488110704379,324271536698876.75,0.0051161022032137,0.0031654483373588
3649,3649,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.05,0.05,,24857.95,12.428974999999998,2000.0,0.3688393107492175,0.00856797786304,0.0095815447787699,60123367958333.336,5.429955238559438,67.48990481183961,326472648024082.75,0.0051242860702256,0.0031705118812829
3650,3650,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.05,0.0,,24878.25,12.439125,2000.0,0.3652366045586177,0.0086750810868622,0.009613485143775,60172467114520.96,5.489503554218314,68.27711879591001,330280681753832.06,0.0051284707679671,0.003173101048579
3651,3651,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.0,0.2,,24809.9,12.404949999999998,2000.0,0.3680539022223797,0.009660706320837,0.0100505483471065,60007150497504.98,5.449384063190529,67.59322528219461,326972445847859.9,0.0051143809112855,0.0031643833350473
3652,3652,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.0,0.05,,24864.25,12.432125,2000.0,0.3712408809467888,0.0087679651589973,0.0099413945588054,60138605627495.0,5.396078737526153,67.08801782586397,324528577886723.9,0.0051255847695247,0.003171315415961
3653,3653,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,1.0,0.0,0.0,,24802.6,12.4013,2000.0,0.3577631634209183,0.0086071909856932,0.0099762261398863,59989494150698.61,5.604473043994016,69.51205316691248,336254498065488.9,0.0051128760692405,0.0031634522551822
3654,3654,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.2,0.2,,24790.6,12.3953,2000.0,0.369496715251887,0.0094534633483018,0.0096513083809077,59960470018962.08,5.424652729364532,67.2353857067775,325241448684951.8,0.0051104023562898,0.0031619217129382
3655,3655,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.2,0.05,,24812.7,12.406349999999998,2000.0,0.3609912058407303,0.0087163247445363,0.0097067365127739,60013922794910.17,5.557869517049787,68.955548350543,333562486548435.6,0.005114958110974,0.0031647404615709
3656,3656,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.2,0.0,,24811.4,12.4057,2000.0,0.3660866927234565,0.008753382780077,0.0096240613117652,60010778513972.05,5.469299261494358,67.85579388195244,328242583452734.4,0.0051146901254043,0.0031645746528278
3657,3657,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.05,0.2,,24853.3,12.42665,2000.0,0.3692020069879277,0.0096436957580737,0.0096458798921766,60112121107285.42,5.432909979003944,67.50923549618862,326566157412266.7,0.0051233275064572,0.0031699187961633
3658,3658,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.05,0.05,,24795.9,12.397949999999998,2000.0,0.3637248928041458,0.0087069274415326,0.0096287886318721,59973289010479.04,5.509616120624735,68.3158577964795,330468076063143.75,0.005111494912843,0.0031625977024293
3659,3659,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.05,0.0,,24833.25,12.416625,2000.0,0.3687144793949187,0.0085100001814208,0.0096451707216186,60063626620508.98,5.442859895427395,67.5746112606864,326882403212459.9,0.005119194344402,0.0031673615151639
3660,3660,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.0,0.2,,24780.85,12.390425,2000.0,0.3710503239517379,0.0095310968713734,0.0099837518110824,59936887911926.15,5.401193485622194,66.92178779606928,323724464172835.9,0.0051083924645173,0.0031606781473649
3661,3661,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.0,0.05,,24837.55,12.418775000000002,2000.0,0.3704248717796304,0.0087229458816644,0.0099095235788195,60074026934381.23,5.407152646780843,67.14959552039952,324826451073095.9,0.0051200807582094,0.003167909959468
3662,3662,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.5,0.0,0.0,,24891.7,12.445849999999998,2000.0,0.3693407266586405,0.0083736018825772,0.0099185341669663,60204998328842.3,5.424125929548148,67.50636507997156,326552272189196.2,0.0051312433878994,0.0031748165313442
3663,3663,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.0,0.2,0.2,,24854.15,12.427075,2000.0,0.3658036856862168,0.0093149558670148,0.0095007639288323,60114176983283.42,5.481481896595968,68.13061116248164,329571972278326.75,0.0051235027277912,0.0031700272095722
3664,3664,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.0,0.2,0.05,,24819.6,12.4098,2000.0,0.3627324118652154,0.0087702811087724,0.0094674475301857,60030611670658.67,5.526790599511863,68.58265581950312,331758672891024.2,0.0051163804959206,0.0031656205233613
3665,3665,0.03,2000.0,2.25,1,200000.0,0.0,0.2,0.0,0.0,0.2,0.0,,24844.0,12.421999999999995,2000.0,0.3710208956222004,0.0085978326697875,0.0095431209134862,60089627405189.61,5.396822618025512,67.03227640426289,324258936826102.1,0.0051214103789204,0.0031687326259242
