,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
878,878,0.01,1250.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,6872.1,3.436049999999999,1250.0,0.0784752926575515,0.0071438031678773,0.0032281651159072,-0.000217410643133,-9.214090942270902e-07,25512098575000.0,15.998010524012214,54.97171011760761,408155785671550.4,0.0013945512308254,0.0008856122779642
879,879,0.01,1250.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,6875.42,3.43771,1250.0,0.0793476738346043,0.0071803492810783,0.0032361131565641,-0.0002188871623589,1.1392731900460892e-06,25524423798333.32,15.819217552863874,54.38683055384311,403813152390526.06,0.0013952249564823,0.0008860401286594
880,880,0.01,1250.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,6876.86,3.438429999999999,1250.0,0.0789626913515667,0.0071743282046577,0.0032294310089623,-0.0002144006738912,-1.0060595753266932e-06,25529769678333.34,15.895747938433844,54.65744941415444,405822452325194.4,0.0013955171748394,0.000886225702455
881,881,0.01,1250.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,6864.18,3.4320899999999983,1250.0,0.0792549263538876,0.007128931340062,0.0032954280825332,-0.000223154884991,1.3445028884020618e-07,25482696234999.99,15.856842896518678,54.41500247654683,404022324221280.94,0.0013929440298609,0.0008845916220887
882,882,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7695.08,3.847540000000001,1500.0,0.1015581531272414,0.0070017266821022,0.0032352372904418,-0.0001973921636808,-7.808693818753268e-07,24444443022834.33,14.828000403399056,57.0529779224054,362472714541567.7,0.0015979066274513,0.0010380907961708
883,883,0.01,1500.0,2.25,1,200000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,7690.81,3.845404999999998,1500.0,0.1224783606951518,0.009142543678165,0.00315076929801,-0.0001971560695101,-6.857015406436649e-07,24430878801057.88,12.29756675562053,47.28321251737062,300402801352924.94,0.0015970199490413,0.0010375147595734
884,884,0.01,1500.0,2.25,1,200000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7696.09,3.848044999999997,1500.0,0.102109854728435,0.0074743461323324,0.0032422286140147,-0.0002050437487965,-4.522874922027528e-08,24447651421896.21,14.74259756958894,56.73266173928418,360437660796162.3,0.0015981163570049,0.001038227048387
885,885,0.01,1500.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7685.44,3.84272,1500.0,0.1015158671616836,0.0089441509057147,0.0032359195432762,-0.0002102490751297,4.475960639843848e-07,24413820283273.46,14.841464015639891,57.034918366919165,362357977391310.6,0.0015959048523055,0.0010367903294732
886,886,0.01,1500.0,2.25,1,200000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7658.63,3.8293150000000007,1500.0,0.1013478271609528,0.0105008261520124,0.0032358604500391,-0.0002023395422862,-1.3563769519337314e-07,24328654759660.684,14.850993980737137,56.86842661974183,361300211123084.94,0.0015903376747477,0.0010331735750996
887,887,0.01,1500.0,2.25,1,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7536.35,3.768174999999999,1500.0,0.1018377776763099,0.0229711010595138,0.0032338024284097,-0.0001181664730127,-3.7443509838382283e-07,23940216108882.246,14.79497123177364,55.755695662940326,354230735958881.75,0.001564945863044,0.0010166776137119
888,888,0.01,1500.0,2.25,1,200000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7700.23,3.850115,1500.0,0.1020979849249488,0.0070930750889258,0.0032405348198604,-0.0002159769704529,-9.82429108666695e-07,24460802681417.164,14.750159800855547,56.78903775305006,360795832577704.3,0.0015989760405219,0.0010387855475704
889,889,0.01,1500.0,2.25,1,200000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7698.44,3.8492199999999994,1500.0,0.1020502526781911,0.0069935398548846,0.0032355286766936,-0.0002086379232112,2.038335499768012e-06,24455116508822.363,14.784423820720631,56.90921574652148,361559355273767.25,0.00159860434161,0.0010385440708704
890,890,0.01,1500.0,2.25,1,200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7693.86,3.8469300000000017,1500.0,0.1047268960589849,0.0070302325437628,0.0032415871114211,-0.0002163099432072,-8.723636915274615e-07,24440567530898.203,14.377309390213744,55.30836623459842,351388733348502.2,0.0015976532907627,0.0010379262142858
891,891,0.01,1500.0,2.25,1,200000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7688.31,3.844155,1500.0,0.1087189636874427,0.007105886762117,0.0032322066105744,-0.000210479265612,1.686527000220354e-06,24422937219221.555,13.861726353280964,53.28502429825746,338533904892242.1,0.0015965008164827,0.0010371775016124
892,892,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7674.04,3.8370200000000008,1500.0,0.1041390899980296,0.0071369819331917,0.003229379007159,-0.0002120208584776,4.3355511089163394e-08,24377606670099.8,14.456647952525538,55.46233377936812,352366930034043.6,0.0015935376078385,0.0010352524331711
893,893,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7685.28,3.842640000000001,1500.0,0.1072953506822386,0.007103099402371,0.0032321965950705,-0.0002116773628242,1.926772181005568e-06,24413312022035.93,14.033597455834816,53.92613344888517,342607041520824.6,0.0015958716278218,0.0010367687449637
894,894,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7685.37,3.842685,1500.0,0.1128143226648057,0.0071155473068114,0.0032422014213208,-0.0002196061089401,-2.791488820798964e-07,24413597918982.03,13.331811506151112,51.23186456707913,325489636069678.5,0.0015958903165939,0.0010367808862503
895,895,0.01,1500.0,2.25,1,200000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6753.05,3.376525,1500.0,1.059255410356691,0.0071195497276275,0.0032470621474249,-0.000210948189038,7.723038761468581e-08,21451959687924.15,1.4189348256696213,4.790825454945256,30437385931206.344,0.0014022912497998,0.0009110079493756
896,896,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7710.28,3.85514,1500.0,0.1024356164267351,0.0071388706536278,0.0032416513270335,-0.0002141796057271,-1.1194650296763182e-06,24492727840399.19,14.70665614710582,56.69589390654716,360204064994061.7,0.0016010629534072,0.0010401413245736
897,897,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7691.74,3.8458699999999983,1500.0,0.1019256664461931,0.0070481049473041,0.003235134317908,-0.0002044877820593,-1.354259333437466e-06,24433833069501.0,14.77808682750358,56.841269375583394,361127673941538.2,0.0015972130663531,0.0010376402195349
898,898,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7689.82,3.844909999999999,1500.0,0.1022579212451637,0.007094422139948,0.0032396623265312,-0.0002113449243602,2.3577946617537497e-08,24427733934650.703,14.729225991284792,56.63297202077833,359804305549958.44,0.0015968143725481,0.0010373812054209
899,899,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7715.26,3.85763,1500.0,0.101670375006081,0.0071218984336156,0.0032295423566711,-0.0002096274074655,5.029157550257167e-07,24508547471417.164,14.81417223993678,57.1538488713205,363113574458141.4,0.0016020970654639,0.0010408131424319
900,900,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7691.02,3.845509999999999,1500.0,0.1066312108978695,0.0070002245526286,0.0032357077305525,-0.00020927217485,-1.207807682895528e-06,24431545893932.137,14.11701614902436,54.28739457062826,344902229330909.5,0.0015970635561762,0.0010375430892422
901,901,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7688.87,3.844435000000002,1500.0,0.1154451244886036,0.0070930361660994,0.0032418285046072,-0.0002092183546554,1.902275284863207e-06,24424716133552.9,13.039627897989387,50.13071744395194,318493756075957.6,0.0015966171021758,0.0010372530473957
902,902,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7708.71,3.854355000000002,1500.0,0.1273318420254099,0.0070831208924357,0.0032416225298667,-0.0002113049120161,-7.001193256168648e-07,24487740527005.98,11.830902416204056,45.59694748923358,289689511977975.2,0.0016007369381605,0.0010399295265741
903,903,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5071.74,2.53587,1500.0,1.435198458611876,0.0070804284231795,0.003240863319028,-0.0002136323271737,1.032303690213334e-06,16111055305029.94,1.0466503340322388,2.654177687614204,16862695451473.818,0.0010531621449952,0.0006841938764212
904,904,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,7702.76,3.85138,1500.0,0.1017789418223014,0.0070715782052506,0.00323544299677,-0.0002092183735908,-1.1210720863468176e-06,24468839562235.523,14.789855675394012,56.96280126987364,361899798328922.3,0.0015995014026711,0.001039126852627
905,905,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,7693.25,3.846625000000001,1500.0,0.1014540843811118,0.0071313665639229,0.0032386859004915,-0.0002144628510989,1.3018855890707123e-06,24438629784930.15,14.841205758606351,57.08614689807529,362683445849335.7,0.0015975266224184,0.0010378439233434
906,906,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,7709.55,3.854774999999999,1500.0,0.1019993576953106,0.007006482823864,0.0032354496189924,-0.0002112115678417,-2.971541944577221e-07,24490408898503.0,14.76347168041692,56.90141533434057,361509797184413.94,0.0016009113667001,0.001040042845249
907,907,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,7692.97,3.846485,1500.0,0.1031215822064404,0.0070919145097024,0.0032377317761181,-0.0002126273609925,6.778549521370042e-08,24437740327764.465,14.59239041028312,56.12943488189721,356605200433114.75,0.0015974684795719,0.0010378061504517
908,908,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,7697.2,3.8486000000000007,1500.0,0.1015459908683897,0.0071502053379705,0.0032303245729993,-0.0002113183440114,4.335118122646639e-07,24451177484231.523,14.830920937342473,57.084901986192925,362675536593661.25,0.0015983468518609,0.0010383767909217
909,909,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,7687.44,3.8437200000000007,1500.0,0.1041193483389065,0.0071499801770684,0.0032290101310635,-0.0002085458530747,2.830955661993991e-06,24420173548742.5,14.452976718364964,55.55380163262096,352948049587643.94,0.0015963201583524,0.001037060135842
910,910,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,7684.54,3.84227,1500.0,0.1058794656100076,0.0071006980917243,0.0032335421240086,-0.0002114280664922,1.902421020168857e-06,24410961313812.387,14.207841158056889,54.592399743774095,346840008165342.25,0.0015957179645844,0.0010366689166073
911,911,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,7686.56,3.8432799999999983,1500.0,0.1245871842251222,0.0072247240834912,0.0032387221050433,-0.0002111150617493,5.400657628859141e-07,24417378111936.13,12.084797741110709,46.45187834930152,295121114689680.2,0.0015961374236917,0.0010369414210398
912,912,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,7701.23,3.850614999999999,1500.0,0.1022107518416055,0.0070279513502259,0.0032338043125021,-0.0002081911392881,5.330434392397034e-07,24463979314151.7,14.727873597097398,56.70544229627968,360264728448834.3,0.0015991836935453,0.0010389204507548
913,913,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,7702.89,3.851445000000002,1500.0,0.1015693686949202,0.0070047145462056,0.0032340149520756,-0.0002123498693458,1.1639191580795309e-08,24469252524491.02,14.820097389231398,57.07985563497543,362643475784726.3,0.0015995283975642,0.0010391443900409
914,914,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,7695.57,3.8477849999999982,1500.0,0.1022235815277508,0.0070983057275144,0.0032334488970458,-0.000213235109118,1.1587711922467315e-06,24445999572874.25,14.737498575849584,56.708423613006325,360283669545446.4,0.0015980083774327,0.0010381568987312
915,915,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,7439.83,3.7199149999999994,1500.0,0.1018173981205882,0.0075843772300733,0.0032356257883178,-0.0002231722442856,-4.3571600630168026e-07,23633607517345.32,14.79614731867279,55.03881859797032,349676225656445.5,0.0015449031932236,0.0010036567583541
916,916,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,7694.67,3.847335,1500.0,0.1024363441241166,0.0070776441478209,0.0031469896482005,-0.0002007108738544,-9.53304336373638e-07,24443140603413.17,14.711683150283095,56.6033194210147,359615914711812.06,0.0015978214897117,0.0010380354858652
917,917,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,7693.57,3.846785000000001,1500.0,0.1020796490682368,0.0070758856982836,0.00311431702585,-0.0002054445423837,2.4674000106950186e-06,24439646307405.2,14.750994553537016,56.74135353806348,360492882101210.4,0.0015975930713859,0.0010378870923624
918,918,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,7689.58,3.844789999999998,1500.0,0.101062471440789,0.0071322711074004,0.003163746665369,-0.0002202978612481,1.2275023426334122e-06,24426971542794.406,14.902768229479316,57.29119082965482,363986144379480.4,0.0015967645358225,0.0010373488286566
919,919,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,7693.93,3.846965000000002,1500.0,0.1023440029129073,0.007054448009302,0.0056658319032254,-0.0002100625552493,-1.5501091751245013e-06,24440789895189.63,14.717518134053147,56.61408783531234,359684329306526.1,0.0015976678264743,0.0010379356575088
920,920,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,7687.58,3.8437900000000007,1500.0,0.1010831339950755,0.0070993859838928,0.0032296188407502,-0.0002073029920912,7.465219139321983e-07,24420618277325.34,14.897880880554698,57.26706494850109,363832866251835.6,0.0015963492297756,0.0010370790222878
921,921,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,7686.25,3.843125000000002,1500.0,0.1013446147186595,0.0071099330279454,0.0032313441579206,-0.0002094709752812,5.230771630457525e-07,24416393355788.42,14.849337228759996,57.06398591205711,362542651222105.75,0.0015960730512545,0.0010368996010526
922,922,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,7690.47,3.845235,1500.0,0.1024361886357018,0.0070471568581176,0.0032288527709318,-0.0002130402017106,1.355638580731954e-06,24429798745928.15,14.69954137292639,56.52463072945104,359115984564895.06,0.0015969493470133,0.0010374688924907
923,923,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,7695.38,3.847690000000001,1500.0,0.1020115806254625,0.006993746801389,0.0032352678764975,-0.0002207448749284,-9.105260323433828e-07,24445396012654.69,14.770466016206226,56.832987297858736,361075055703118.3,0.0015979689233583,0.0010381312671261
924,924,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,7690.02,3.84501,1500.0,0.1016139620718331,0.0070435012119851,0.0032398487925359,-0.0002116530195311,-1.084759975130148e-06,24428369261197.605,14.819448346081408,56.97825922212151,361998006803160.94,0.0015968559031528,0.0010374081860578
925,925,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,7686.62,3.843309999999999,1500.0,0.1017898572164131,0.0071849718506958,0.0032349803062385,-0.0002120368587587,-1.298551474876132e-06,24417568709900.203,14.784189210657962,56.81398400601531,360954322745250.9,0.0015961498828732,0.0010369495152308
926,926,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,7704.13,3.852065,1500.0,0.1014930405548602,0.0071230312799339,0.0032304224487452,-0.0002075313508187,2.067125722612925e-06,24473191549081.84,14.848007873073731,57.20161966553552,363417074995457.25,0.0015997858873132,0.0010393116699896
927,927,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,7691.47,3.845735000000001,1500.0,0.1017732010116628,0.00711583451683,0.0032300094743232,-0.0002108236717046,1.846243715045124e-06,24432975378662.66,14.783774489012858,56.858237348620285,361235475978713.4,0.0015971570000367,0.0010376037956751
928,928,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,7698.25,3.849125,1500.0,0.1027602008428698,0.0071615450192884,0.0032381110306231,-0.0002115674846591,-2.100351049784963e-06,24454512948602.8,14.661564999327895,56.43719494448971,358560481811539.9,0.0015985648875355,0.0010385184392653
929,929,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,7700.5,3.850250000000001,1500.0,0.1018047566155928,0.0070809421342789,0.0032296845529093,-0.0002102568285313,6.527288571895019e-07,24461660372255.49,14.798256304730272,56.97735248849907,361992246083747.8,0.0015990321068382,0.0010388219714302
930,930,0.01,1500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,7689.47,3.844735,1500.0,0.1022944586898733,0.0070779180624762,0.0033015751878622,-0.0002048044894689,-1.2274160783382742e-06,24426622113193.605,14.716900149406897,56.579112880322285,359462124132705.6,0.0015967416939899,0.0010373339893063
931,931,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8431.24,4.215620000000002,1750.0,0.1254630253175218,0.0071243742977622,0.0032432045046312,-0.0002049033856889,4.805180083428568e-07,22094897446706.59,13.998951933267731,59.01750004709192,309322379887536.6,0.0016460108060904,0.001066196536556
932,932,0.01,1750.0,2.25,1,200000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,8404.06,4.202030000000001,1750.0,0.1531197287138161,0.0089924684894221,0.0031284280549439,-0.0001963232450329,-5.020612572121094e-07,22023669571257.48,11.467635487369751,48.19301070601012,252589092279979.2,0.0016407045197423,0.0010627594120211
933,933,0.01,1750.0,2.25,1,200000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8408.87,4.204435000000001,1750.0,0.1253614301822426,0.0074199003085599,0.0032491858872081,-0.0002068779900004,9.33526789543451e-07,22036274651497.01,14.00920918813071,58.89894390201617,308701003703932.6,0.0016416435645302,0.0010633676743101
934,934,0.01,1750.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8421.05,4.2105250000000005,1750.0,0.1265750054307181,0.0090296524506012,0.0032357818359454,-0.0002014709615038,2.592734651434614e-06,22068193544910.176,13.886434641731023,58.4691436137801,306448335462691.25,0.0016440214367789,0.0010649079310001
935,935,0.01,1750.0,2.25,1,200000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8394.9,4.197450000000001,1750.0,0.1259844949416901,0.0106170642850411,0.0032382941666022,-0.0001931728995467,4.523025976860061e-07,21999664886227.55,13.945096126163914,58.53321366073234,306784139239316.25,0.0016389162348657,0.0010616010580572
936,936,0.01,1750.0,2.25,1,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8270.07,4.135034999999999,1750.0,0.1242019301463028,0.0227095090215819,0.0032353037807918,-0.0001208335769783,9.441100352284648e-07,21672535537724.56,14.144137725948337,58.4876863965583,306545521851374.6,0.0016145459727305,0.0010458153238522
937,937,0.01,1750.0,2.25,1,200000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8425.29,4.212644999999998,1750.0,0.1256957139206451,0.0070793365913649,0.003237470708444,-0.0001980397072551,7.050965057371706e-07,22079304883832.336,13.974944211473872,58.87524562672699,308576796360249.06,0.001644849201831,0.0010654441123109
938,938,0.01,1750.0,2.25,1,200000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8427.89,4.213944999999999,1750.0,0.1273826610997002,0.0070969236339948,0.0032488278013724,-0.0002081434487139,7.480797246071169e-07,22086118440718.547,13.781523554810953,58.07543533551361,304384832577654.6,0.0016453567936083,0.0010657729027374
939,939,0.01,1750.0,2.25,1,200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8416.06,4.20803,1750.0,0.1270386897474372,0.007110917511016,0.0032581804811038,-0.0002019380423426,1.3884673869392052e-06,22055116756886.223,13.829280012226622,58.19746565010541,305024417570205.25,0.0016430472510219,0.001064276906297
940,940,0.01,1750.0,2.25,1,200000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8425.26,4.212630000000001,1750.0,0.1358810791682617,0.006994892622135,0.0032416673409536,-0.0002049331681242,-3.818568944069039e-07,22079226265868.27,12.937655290178055,54.50290620113034,285660501435481.4,0.0016448433450028,0.0010654403185752
941,941,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8418.88,4.209439999999998,1750.0,0.1290199673126835,0.0070487088684636,0.0032391910762195,-0.0002063345852378,2.3490585636140686e-07,22062506845508.977,13.621457089430358,57.34064892494615,300533671802556.06,0.0016435977928726,0.0010646335174519
942,942,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8416.49,4.208245,1750.0,0.1324419686554074,0.0070691636997269,0.0032435108888897,-0.000205847543367,4.242718996323599e-07,22056243614371.254,13.26717441930942,55.83342224013912,292633998912269.4,0.0016431311988927,0.0010643312831753
943,943,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8422.73,4.211364999999998,1750.0,0.1388279183650729,0.0071243961020047,0.0032517933687272,-0.0002058916269659,2.081157807058059e-06,22072596150898.2,12.649690360378091,53.27063342174129,279201916295698.88,0.0016443494191581,0.0010651203801987
944,944,0.01,1750.0,2.25,1,200000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7142.34,3.571170000000001,1750.0,1.3315039996888005,0.0070219576747978,0.0032580850027078,-0.0002088463329188,-1.8414279056327024e-06,18717207650299.4,1.3178743387173943,4.706460846625041,24667491316371.04,0.00139438194391,0.0009032050055396
945,945,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8414.37,4.207184999999999,1750.0,0.1263006256794574,0.0069924813394505,0.0032439009590481,-0.0002068857570952,-6.437170519063084e-08,22050687944910.176,13.913361155665244,58.534114773460125,306788862149186.6,0.0016427173163667,0.0010640631925198
946,946,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8426.21,4.213105,1750.0,0.1261632720306715,0.0070287711791523,0.0032429866990822,-0.000197418526507,-7.251080346599726e-07,22081715834730.53,13.923946178451793,58.669121904987016,307496461203575.06,0.0016450288112291,0.0010655604535387
947,947,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8437.03,4.218514999999999,1750.0,0.1259477707262681,0.0070662752312684,0.0032573103475887,-0.0002086486044026,4.493473297592145e-07,22110070713772.44,13.952389568300338,58.853207013061294,308461287631091.44,0.0016471411739328,0.0010669287275442
948,948,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8430.44,4.215220000000001,1750.0,0.1245245999588905,0.0070180167286808,0.0032346554492254,-0.0002042413971826,3.710251553067258e-07,22092800967664.66,14.098095962193316,59.43384419299984,311504521827837.7,0.0016458546240051,0.001066095370271
949,949,0.01,1750.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8433.32,4.216659999999999,1750.0,0.1311579110175716,0.0070933075647696,0.0032448419259967,-0.0002057782202716,9.79513382412933e-07,22100348292215.57,13.394969615915866,56.4779618109096,296012158166784.2,0.0016464168795122,0.0010664595688972
