X-Position (mm)	Y-Position (mm)	Z-Position (mm)	Verschiebungskomponente (mm)
-16,479	99,599	-233,02	1,0694e-004
-15,806	99,562	-45,061	-9,9454e-004
-12,756	99,413	-42,816	-9,9122e-004
-14,426	99,491	-40,685	-1,025e-003
-14,093	99,474	-44,417	-9,8666e-004
-15,655	99,554	-50,263	-9,4444e-004
-14,291	99,484	-46,936	-9,6436e-004
-14,295	99,484	-48,744	-9,4736e-004
-15,179	99,529	-226,84	1,1382e-004
-12,148	99,387	-230,05	1,5472e-004
-13,286	99,437	-231,85	1,4389e-004
-13,509	99,447	-228,	1,3567e-004
-16,319	99,59	-230,8	1,0595e-004
-15,302	99,535	-221,48	1,0292e-004
-13,775	99,459	-225,15	1,2786e-004
-13,494	99,446	-222,79	1,2696e-004
-15,565	99,549	-55,339	-8,967e-004
-12,472	99,401	-53,304	-8,8966e-004
-13,947	99,467	-51,426	-9,1935e-004
-13,734	99,457	-54,913	-8,8517e-004
-14,94	99,516	-216,4	9,6832e-005
-12,482	99,401	-217,97	1,2928e-004
-13,352	99,44	-220,28	1,2388e-004
-15,672	99,555	-60,059	-8,5456e-004
-13,992	99,469	-57,308	-8,6526e-004
-13,993	99,469	-59,231	-8,4768e-004
-14,595	99,499	-211,29	8,8938e-005
-12,262	99,392	-215,39	1,2618e-004
-12,173	99,388	-212,56	1,2053e-004
-15,098	99,524	-64,783	-8,0705e-004
-13,841	99,462	-61,556	-8,2522e-004
-13,841	99,462	-63,326	-8,092e-004
-14,581	99,498	-69,819	-7,5775e-004
-12,015	99,382	-67,484	-7,5621e-004
-13,419	99,443	-65,726	-7,84e-004
-14,402	99,489	-206,31	7,8084e-005
-12,047	99,383	-210,02	1,1553e-004
-11,99	99,381	-207,45	1,0933e-004
-14,235	99,481	-201,66	6,6458e-005
-11,923	99,378	-205,01	1,0326e-004
-11,889	99,377	-202,55	9,6281e-005
-14,354	99,487	-75,075	-7,098e-004
-11,866	99,376	-72,697	-7,0864e-004
-11,92	99,378	-70,121	-7,3187e-004
-14,232	99,481	-196,64	5,0483e-005
-11,789	99,372	-200,33	9,0563e-005
-11,8	99,373	-198,08	8,3191e-005
-14,123	99,476	-80,156	-6,6414e-004
-11,659	99,367	-77,898	-6,6147e-004
-11,734	99,37	-75,316	-6,8454e-004
-14,258	99,482	-191,38	3,1911e-005
-11,897	99,377	-195,29	7,2728e-005
-11,832	99,374	-192,69	6,437e-005
-13,933	99,467	-85,118	-6,2066e-004
-11,7	99,369	-82,935	-6,1879e-004
-11,561	99,363	-80,36	-6,3945e-004
-14,117	99,475	-186,56	1,5426e-005
-11,762	99,371	-190,23	5,6139e-005
-11,707	99,369	-187,84	4,7657e-005
-13,764	99,459	-90,106	-5,7792e-004
-11,485	99,36	-88,325	-5,7169e-004
-11,609	99,365	-85,434	-5,9694e-004
-14,009	99,47	-181,66	-3,0714e-006
-11,636	99,366	-185,48	3,9196e-005
-11,628	99,366	-182,96	2,9019e-005
-13,604	99,451	-95,055	-5,364e-004
-11,361	99,356	-93,291	-5,2985e-004
-11,408	99,357	-90,815	-5,505e-004
-13,909	99,466	-176,6	-2,3586e-005
-11,59	99,365	-180,42	1,8805e-005
-11,574	99,364	-178,02	8,615e-006
-13,586	99,45	-99,617	-5,0008e-004
-11,264	99,352	-98,11	-4,9023e-004
-11,279	99,352	-95,751	-5,0924e-004
-13,786	99,46	-171,6	-4,4904e-005
-11,512	99,361	-175,51	-1,8746e-006
-11,476	99,36	-173,04	-1,2818e-005
-13,593	99,451	-104,19	-4,6464e-004
-11,297	99,353	-102,48	-4,5616e-004
-11,328	99,354	-100,21	-4,7417e-004
-13,672	99,454	-166,67	-6,7295e-005
-11,416	99,358	-170,56	-2,3809e-005
-11,382	99,356	-168,08	-3,5436e-005
-13,268	99,436	-109,52	-4,2109e-004
-11,184	99,349	-107,48	-4,166e-004
-11,239	99,351	-104,95	-4,3647e-004
-13,561	99,449	-161,79	-9,0654e-005
-11,328	99,354	-165,63	-4,7016e-005
-11,332	99,354	-163,31	-5,8753e-005
-13,671	99,454	-114,78	-3,8623e-004
-11,17	99,348	-114,93	-3,6079e-004
-10,576	99,326	-112,53	-3,7292e-004
-10,917	99,339	-110,34	-3,9246e-004
-13,443	99,444	-156,9	-1,1521e-004
-11,274	99,352	-160,89	-7,0708e-005
-11,223	99,35	-158,26	-8,4139e-005
-13,77	99,459	-119,43	-3,5387e-004
-11,84	99,375	-117,33	-3,4978e-004
-13,496	99,446	-151,73	-1,4441e-004
-11,163	99,348	-155,8	-9,6939e-005
-11,161	99,348	-153,22	-1,1126e-004
-13,136	99,43	-124,18	-3,1421e-004
-10,894	99,338	-122,54	-3,0347e-004
-11,269	99,352	-119,57	-3,2816e-004
-13,596	99,451	-146,37	-1,7649e-004
-11,274	99,352	-150,52	-1,2783e-004
-11,238	99,351	-148,03	-1,4192e-004
-12,869	99,418	-129,63	-2,7443e-004
-10,783	99,334	-127,45	-2,684e-004
-10,83	99,335	-125,05	-2,8535e-004
-13,546	99,448	-141,05	-2,0806e-004
-11,226	99,35	-145,38	-1,5758e-004
-11,275	99,352	-142,81	-1,7364e-004
-13,086	99,428	-135,47	-2,3832e-004
-10,832	99,336	-135,03	-2,1831e-004
-10,261	99,315	-132,65	-2,2834e-004
-10,579	99,326	-130,39	-2,4647e-004
-11,236	99,351	-140,14	-1,8978e-004
-11,253	99,351	-137,93	-2,0384e-004
-10,94	99,34	-250,89	1,866e-004
-10,489	99,323	-248,63	1,9097e-004
-8,344	99,254	-247,97	2,1385e-004
-13,086	99,428	-249,13	1,6107e-004
-10,037	99,307	-12,954	-1,2757e-003
-12,146	99,387	-13,705	-1,2819e-003
-12,096	99,385	-244,41	1,7043e-004
-10,491	99,323	-246,21	1,8984e-004
-9,9514	99,304	-243,75	1,9433e-004
-10,46	99,322	-239,89	1,8564e-004
-12,21	99,39	-239,68	1,6532e-004
-8,7773	99,267	-236,2	2,0011e-004
-11,113	99,346	-237,63	1,76e-004
-10,51	99,324	-235,92	1,8099e-004
-8,7872	99,267	-232,49	1,9549e-004
-9,9253	99,303	-234,29	1,8552e-004
-9,1698	99,279	-227,79	1,8451e-004
-10,52	99,324	-232,21	1,7629e-004
-10,744	99,332	-228,36	1,6819e-004
-8,9902	99,273	-222,92	1,7798e-004
-10,531	99,325	-225,74	1,6632e-004
-10,25	99,315	-223,38	1,6523e-004
-9,4129	99,287	-218,82	1,6539e-004
-10,283	99,316	-221,13	1,6062e-004
-9,7132	99,296	-214,13	1,5171e-004
-10,673	99,33	-219,27	1,5256e-004
-9,5667	99,292	-208,73	1,3961e-004
-9,4757	99,289	-203,69	1,2625e-004
-9,4532	99,288	-198,97	1,1175e-004
-9,3997	99,286	-194,14	9,5856e-005
-9,2805	99,282	-189,16	7,875e-005
-9,2174	99,28	-184,25	5,9935e-005
-9,1923	99,28	-179,32	3,9427e-005
-9,1403	99,278	-174,46	1,8179e-005
-9,0707	99,276	-169,51	-4,5687e-006
-9,0404	99,275	-164,72	-2,8102e-005
-8,9935	99,273	-159,79	-5,3389e-005
-8,9409	99,272	-154,59	-8,1331e-005
-8,9032	99,271	-149,52	-1,0994e-004
-8,9161	99,271	-144,47	-1,4025e-004
-8,9817	99,273	-139,69	-1,705e-004
-8,4279	99,257	-135,11	-1,9494e-004
-8,1754	99,249	-130,47	-2,2346e-004
-8,5403	99,26	-125,81	-2,5865e-004
-8,9629	99,272	-120,45	-3,0033e-004
-8,7442	99,266	-115,07	-3,374e-004
-8,491	99,258	-110,48	-3,6951e-004
-8,887	99,27	-105,76	-4,0901e-004
-8,9734	99,273	-100,97	-4,472e-004
-9,0202	99,274	-96,346	-4,845e-004
-9,082	99,276	-91,51	-5,2443e-004
-9,2522	99,281	-86,143	-5,7057e-004
-9,2358	99,281	-80,677	-6,1697e-004
-9,1706	99,279	-75,52	-6,6124e-004
-9,2991	99,283	-70,362	-7,0795e-004
-8,9637	99,272	-65,523	-7,4892e-004
-10,757	99,333	-66,028	-7,5879e-004
-8,5978	99,261	-61,024	-7,8726e-004
-10,368	99,319	-61,994	-7,9224e-004
-10,368	99,319	-63,764	-7,7611e-004
-9,1283	99,278	-56,226	-8,3583e-004
-10,391	99,32	-57,835	-8,3074e-004
-10,391	99,32	-59,759	-8,1298e-004
-9,4447	99,288	-51,034	-8,8701e-004
-11,111	99,346	-51,785	-8,9295e-004
-10,898	99,338	-55,272	-8,586e-004
-9,5778	99,292	-45,748	-9,3844e-004
-10,916	99,339	-47,349	-9,3339e-004
-10,921	99,339	-49,157	-9,1625e-004
-9,6714	99,295	-40,422	-9,9069e-004
-11,572	99,364	-40,96	-9,9987e-004
-11,24	99,351	-44,691	-9,6131e-004
-9,4188	99,287	-35,419	-1,038e-003
-11,557	99,363	-36,157	-1,0466e-003
-11,342	99,355	-38,292	-1,0241e-003
-9,4515	99,288	-30,861	-1,0838e-003
-11,634	99,366	-31,726	-1,0911e-003
-11,534	99,362	-33,822	-1,0695e-003
-9,4837	99,289	-26,254	-1,1308e-003
-11,632	99,366	-27,342	-1,1352e-003
-11,689	99,369	-29,503	-1,1138e-003
-9,4205	99,287	-21,486	-1,1798e-003
-11,488	99,361	-22,634	-1,1824e-003
-11,609	99,365	-24,958	-1,1593e-003
-9,1151	99,277	-16,996	-1,2255e-003
-11,225	99,35	-17,747	-1,2319e-003
-11,448	99,359	-20,25	-1,207e-003
-10,96	99,34	-15,64	-1,2527e-003
-13,292	99,437	-18,894	-1,2345e-003
-13,635	99,453	-23,722	-1,187e-003
-13,814	99,461	-28,207	-1,1428e-003
-13,772	99,459	-32,464	-1,1001e-003
-13,457	99,444	-36,694	-1,056e-003
-12,26	99,392	-235,71	1,6069e-004
-12,582	99,406	-48,099	-9,3946e-004
-11,824	99,374	-223,95	1,4852e-004
-12,16	99,388	-58,805	-8,362e-004
-12,161	99,388	-62,499	-8,0244e-004
20,326	99,841	-287,25	1,9309e-004
18,361	99,711	-282,82	2,105e-004
17,507	99,659	-285,15	2,1091e-004
20,545	99,856	-478,01	-1,0368e-003
19,405	99,778	-481,7	-1,073e-003
18,229	99,703	-479,42	-1,0489e-003
20,203	99,832	-292,02	1,8436e-004
17,693	99,67	-287,54	2,0571e-004
17,795	99,676	-290,33	1,9986e-004
20,379	99,844	-473,21	-9,8911e-004
18,143	99,697	-477,08	-1,0253e-003
18,21	99,701	-474,14	-9,9608e-004
19,872	99,81	-296,81	1,7534e-004
17,486	99,657	-292,71	1,9636e-004
17,744	99,673	-295,27	1,8941e-004
20,218	99,833	-468,28	-9,4072e-004
18,13	99,696	-471,69	-9,7166e-004
18,09	99,694	-469,15	-9,4663e-004
19,781	99,803	-301,68	1,6364e-004
17,721	99,671	-297,68	1,8383e-004
17,306	99,647	-300,07	1,7989e-004
20,058	99,822	-463,35	-8,9287e-004
18,01	99,689	-466,68	-9,2243e-004
17,644	99,667	-463,98	-8,9572e-004
19,632	99,793	-306,68	1,5051e-004
17,238	99,643	-302,53	1,7376e-004
17,503	99,658	-304,97	1,6571e-004
19,899	99,811	-458,42	-8,4563e-004
17,564	99,662	-461,52	-8,7182e-004
17,79	99,676	-459,11	-8,4905e-004
19,37	99,776	-311,77	1,3627e-004
17,421	99,653	-307,52	1,5872e-004
17,	99,629	-310,02	1,5308e-004
20,039	99,821	-453,32	-7,9794e-004
17,711	99,671	-456,65	-8,2551e-004
17,325	99,648	-454,1	-8,0088e-004
19,238	99,767	-316,62	1,2073e-004
16,82	99,618	-312,57	1,4581e-004
16,742	99,614	-315,04	1,3796e-004
19,812	99,806	-448,42	-7,5213e-004
17,543	99,661	-451,47	-7,7646e-004
17,491	99,658	-449,36	-7,5677e-004
19,393	99,777	-321,71	1,0169e-004
16,79	99,617	-317,36	1,2968e-004
16,712	99,612	-319,83	1,2115e-004
19,507	99,785	-443,47	-7,065e-004
17,046	99,631	-447,09	-7,3499e-004
16,918	99,624	-444,52	-7,112e-004
19,424	99,78	-326,95	8,1206e-005
16,82	99,618	-322,6	1,1027e-004
16,743	99,614	-325,07	1,0102e-004
19,579	99,79	-438,32	-6,6051e-004
17,057	99,632	-441,85	-6,8714e-004
17,039	99,631	-439,33	-6,6441e-004
19,269	99,769	-331,9	6,132e-005
16,665	99,609	-327,55	9,1392e-005
16,457	99,598	-330,21	8,1251e-005
19,408	99,778	-433,36	-6,1665e-004
16,972	99,627	-436,85	-6,421e-004
16,91	99,623	-434,37	-6,2006e-004
19,046	99,755	-336,51	4,1929e-005
16,379	99,593	-332,68	7,0868e-005
16,596	99,605	-335,35	5,8004e-005
19,145	99,761	-428,07	-5,7037e-004
16,806	99,617	-431,9	-5,9816e-004
16,732	99,613	-429,42	-5,7645e-004
18,88	99,744	-341,45	1,9526e-005
16,45	99,597	-337,48	4,8847e-005
16,922	99,624	-339,82	3,5806e-005
18,883	99,744	-422,77	-5,249e-004
16,575	99,604	-426,59	-5,5177e-004
16,489	99,599	-424,05	-5,2989e-004
18,774	99,737	-346,74	-6,1163e-006
16,903	99,623	-342,64	2,2298e-005
16,1	99,578	-344,86	1,4623e-005
18,716	99,733	-417,81	-4,8346e-004
16,384	99,594	-421,57	-5,0875e-004
16,304	99,589	-419,03	-4,8735e-004
18,634	99,728	-351,7	-3,1277e-005
16,013	99,573	-347,33	2,415e-006
15,936	99,569	-349,85	-1,0374e-005
18,596	99,726	-412,85	-4,4293e-004
16,242	99,586	-416,55	-4,6671e-004
16,182	99,582	-414,06	-4,4627e-004
18,504	99,72	-356,65	-5,7739e-005
15,882	99,566	-352,33	-2,3444e-005
16,197	99,583	-354,91	-3,8774e-005
18,482	99,718	-407,89	-4,0328e-004
16,124	99,579	-411,58	-4,2609e-004
16,068	99,576	-409,1	-4,0614e-004
18,352	99,71	-361,61	-8,5294e-005
16,121	99,579	-357,38	-5,2329e-005
15,67	99,554	-359,74	-6,3989e-005
18,371	99,712	-402,93	-3,646e-004
16,012	99,573	-406,62	-3,8642e-004
15,956	99,57	-404,14	-3,6694e-004
18,201	99,701	-366,56	-1,1411e-004
15,594	99,55	-362,21	-7,8171e-005
15,693	99,556	-365,06	-9,5478e-005
18,418	99,714	-397,83	-3,2635e-004
15,902	99,567	-401,66	-3,4769e-004
15,846	99,564	-399,19	-3,2872e-004
18,206	99,701	-371,7	-1,4589e-004
15,617	99,552	-367,53	-1,1034e-004
15,707	99,556	-370,34	-1,2809e-004
18,467	99,718	-392,74	-2,8916e-004
15,948	99,569	-396,58	-3,0939e-004
15,891	99,566	-394,09	-2,9087e-004
18,266	99,705	-377,	-1,8015e-004
15,788	99,561	-373,	-1,4532e-004
15,784	99,561	-375,52	-1,6156e-004
18,449	99,716	-387,62	-2,5262e-004
15,838	99,563	-391,62	-2,7261e-004
15,764	99,56	-388,97	-2,5334e-004
18,365	99,711	-382,31	-2,1577e-004
15,763	99,559	-378,16	-1,7889e-004
15,877	99,566	-380,69	-1,962e-004
15,799	99,561	-386,32	-2,3473e-004
15,996	99,572	-383,35	-2,1477e-004
13,082	99,427	-264,73	2,5541e-004
16,533	99,602	-266,51	2,3787e-004
14,242	99,481	-267,	2,4861e-004
8,3787	99,255	-264,93	2,736e-004
11,97	99,38	-267,11	2,5885e-004
9,6558	99,294	-267,17	2,6797e-004
4,9914	99,178	-266,95	2,7926e-004
7,2241	99,224	-267,27	2,7525e-004
9,6641	99,295	-514,36	-1,4315e-003
6,2204	99,201	-511,42	-1,3999e-003
9,0881	99,276	-511,6	-1,3985e-003
14,414	99,49	-514,84	-1,4332e-003
15,349	99,537	-513,02	-1,411e-003
11,772	99,372	-511,74	-1,3978e-003
17,414	99,653	-513,37	-1,4141e-003
17,551	99,661	-509,4	-1,3681e-003
16,888	99,622	-504,5	-1,3127e-003
13,976	99,469	-508,12	-1,3543e-003
14,147	99,477	-505,17	-1,3206e-003
14,773	99,508	-510,26	-1,3789e-003
17,461	99,656	-499,47	-1,2575e-003
14,282	99,483	-502,41	-1,2896e-003
15,114	99,525	-500,06	-1,2636e-003
17,951	99,685	-494,87	-1,2083e-003
15,553	99,548	-497,8	-1,2391e-003
16,123	99,579	-495,79	-1,2176e-003
17,878	99,681	-490,08	-1,1579e-003
16,173	99,582	-493,45	-1,1926e-003
15,319	99,536	-491,	-1,1664e-003
17,967	99,686	-485,34	-1,109e-003
15,196	99,529	-488,54	-1,1406e-003
15,589	99,55	-485,79	-1,1121e-003
17,191	99,64	-274,47	2,2756e-004
16,837	99,619	-278,72	2,2407e-004
14,511	99,495	-275,28	2,3966e-004
15,272	99,533	-277,34	2,3349e-004
5,5493	99,188	-505,7	-1,3329e-003
8,3295	99,254	-508,79	-1,3657e-003
8,501	99,259	-505,85	-1,3311e-003
5,0012	99,178	-500,16	-1,2703e-003
8,5887	99,261	-502,94	-1,2977e-003
7,3038	99,226	-501,11	-1,2781e-003
4,3654	99,168	-495,02	-1,2142e-003
6,668	99,211	-498,47	-1,2492e-003
6,906	99,217	-496,01	-1,2216e-003
4,3654	99,168	-490,03	-1,1598e-003
6,906	99,217	-493,51	-1,1942e-003
6,142	99,2	-491,22	-1,1702e-003
4,3654	99,168	-485,03	-1,1064e-003
6,142	99,2	-488,72	-1,1433e-003
6,4777	99,207	-486,48	-1,1192e-003
4,3654	99,168	-480,03	-1,0539e-003
6,4777	99,207	-483,98	-1,0928e-003
7,1068	99,222	-480,73	-1,0583e-003
4,5481	99,171	-475,22	-1,0037e-003
7,1068	99,222	-478,24	-1,0324e-003
6,2622	99,202	-476,35	-1,0135e-003
4,7612	99,174	-470,43	-9,5443e-004
6,4449	99,206	-474,04	-9,8959e-004
6,6946	99,212	-472,02	-9,6881e-004
4,7967	99,175	-465,42	-9,0375e-004
6,7251	99,213	-469,54	-9,4366e-004
6,7637	99,213	-467,11	-9,1919e-004
4,5836	99,171	-460,22	-8,5225e-004
6,7688	99,214	-464,57	-8,9381e-004
7,1871	99,224	-461,95	-8,676e-004
4,3654	99,168	-455,05	-8,0172e-004
6,9689	99,218	-459,29	-8,4137e-004
6,5641	99,209	-456,57	-8,1488e-004
4,3654	99,168	-450,06	-7,5333e-004
6,5641	99,209	-454,07	-7,9057e-004
7,0657	99,221	-451,65	-7,6711e-004
4,3654	99,168	-445,06	-7,0565e-004
7,0657	99,221	-449,16	-7,4316e-004
7,0063	99,219	-446,51	-7,1804e-004
4,3654	99,168	-440,07	-6,5881e-004
7,0063	99,219	-444,01	-6,9446e-004
6,9691	99,218	-441,3	-6,6915e-004
4,3654	99,168	-435,07	-6,1277e-004
6,9691	99,218	-438,8	-6,4604e-004
6,9264	99,217	-436,34	-6,2345e-004
4,3654	99,168	-430,08	-5,6765e-004
6,9264	99,217	-433,84	-6,007e-004
6,8839	99,216	-431,39	-5,7869e-004
4,3654	99,168	-425,08	-5,2341e-004
6,8839	99,216	-428,89	-5,5641e-004
6,8326	99,215	-426,35	-5,3404e-004
4,3654	99,168	-420,08	-4,8001e-004
6,8326	99,215	-423,86	-5,1224e-004
6,7917	99,214	-421,38	-4,9074e-004
4,3654	99,168	-415,09	-4,3755e-004
6,7917	99,214	-418,88	-4,6941e-004
6,7577	99,213	-416,43	-4,4861e-004
4,3654	99,168	-410,09	-3,96e-004
6,7577	99,213	-413,93	-4,2775e-004
6,7197	99,212	-411,46	-4,0722e-004
4,3654	99,168	-405,1	-3,5542e-004
6,7197	99,212	-408,96	-3,8675e-004
6,6818	99,212	-406,48	-3,667e-004
4,3654	99,168	-400,1	-3,1582e-004
6,6818	99,212	-403,98	-3,4669e-004
6,6396	99,211	-401,51	-3,2716e-004
4,3654	99,168	-395,1	-2,7711e-004
6,6396	99,211	-399,01	-3,0762e-004
6,5962	99,21	-396,55	-2,886e-004
4,3654	99,168	-390,11	-2,3952e-004
6,5962	99,21	-394,05	-2,6959e-004
6,5501	99,209	-391,52	-2,5056e-004
4,3654	99,168	-385,11	-2,0301e-004
6,5501	99,209	-389,02	-2,321e-004
6,6438	99,211	-386,23	-2,1186e-004
4,3654	99,168	-380,12	-1,6761e-004
6,6438	99,211	-383,73	-1,9395e-004
6,554	99,209	-381,09	-1,7528e-004
4,3654	99,168	-375,12	-1,3346e-004
6,554	99,209	-378,59	-1,5796e-004
6,3874	99,205	-376,12	-1,4099e-004
4,3654	99,168	-370,13	-1,0049e-004
6,3874	99,205	-373,62	-1,2434e-004
6,4403	99,206	-370,87	-1,0633e-004
4,3654	99,168	-365,13	-6,8787e-005
6,4403	99,206	-368,37	-9,0251e-005
6,4735	99,207	-365,93	-7,4999e-005
4,3654	99,168	-360,13	-3,8412e-005
6,4735	99,207	-363,43	-5,9507e-005
6,1424	99,2	-361,32	-4,6399e-005
4,3654	99,168	-355,14	-9,1089e-006
6,1424	99,2	-358,82	-3,1505e-005
6,8687	99,216	-356,43	-1,8476e-005
4,3654	99,168	-350,14	1,8862e-005
6,8687	99,216	-353,93	-4,2855e-006
6,5864	99,209	-351,04	1,2285e-005
4,3654	99,168	-345,15	4,5577e-005
6,5864	99,209	-348,54	2,5845e-005
6,3245	99,204	-346,49	3,7072e-005
4,3654	99,168	-340,15	7,1061e-005
6,3245	99,204	-343,99	5,013e-005
6,9924	99,219	-341,5	6,168e-005
4,3654	99,168	-335,15	9,5109e-005
6,9924	99,219	-339,	7,4079e-005
6,7639	99,213	-336,07	8,8498e-005
4,3654	99,168	-330,16	1,179e-004
6,7639	99,213	-333,57	1,0011e-004
6,4745	99,207	-331,24	1,1112e-004
4,3654	99,168	-325,16	1,3931e-004
6,4745	99,207	-328,74	1,2217e-004
6,6494	99,211	-326,44	1,3164e-004
4,3654	99,168	-320,17	1,5925e-004
6,6494	99,211	-323,94	1,4185e-004
6,7022	99,212	-321,53	1,5134e-004
4,3654	99,168	-315,17	1,777e-004
6,7022	99,212	-319,03	1,6095e-004
6,7222	99,212	-316,43	1,7047e-004
4,3654	99,168	-310,18	1,9453e-004
6,7222	99,212	-313,93	1,7922e-004
6,766	99,213	-311,4	1,8764e-004
4,3654	99,168	-305,18	2,0991e-004
6,766	99,213	-308,9	1,9566e-004
6,3867	99,205	-306,38	2,041e-004
4,3654	99,168	-300,18	2,2386e-004
6,3867	99,205	-303,88	2,1138e-004
6,8233	99,215	-301,48	2,1722e-004
4,3654	99,168	-295,19	2,3635e-004
6,8233	99,215	-298,98	2,2383e-004
6,4944	99,207	-296,49	2,3075e-004
4,5475	99,171	-290,01	2,4771e-004
6,4944	99,207	-293,99	2,3656e-004
6,9637	99,218	-291,55	2,4107e-004
4,8001	99,175	-285,03	2,5698e-004
7,1458	99,222	-288,87	2,4616e-004
7,2345	99,225	-286,07	2,5125e-004
5,1661	99,181	-280,77	2,6366e-004
7,3051	99,226	-283,78	2,5508e-004
6,761	99,213	-281,86	2,5945e-004
5,4616	99,186	-276,3	2,6953e-004
7,0564	99,22	-279,89	2,618e-004
7,5151	99,232	-278,28	2,6296e-004
4,7488	99,174	-271,34	2,7576e-004
6,9816	99,219	-271,66	2,7213e-004
8,6957	99,264	-273,87	2,6507e-004
7,5151	99,232	-275,78	2,6618e-004
6,2689	99,202	-269,19	2,7567e-004
17,501	99,658	-270,34	2,3013e-004
15,21	99,53	-270,84	2,4097e-004
14,61	99,5	-273,11	2,4162e-004
15,421	99,541	-268,88	2,4161e-004
15,727	99,557	-283,12	2,2291e-004
15,016	99,52	-279,42	2,3188e-004
14,348	99,487	-281,	2,3275e-004
17,002	99,629	-480,78	-1,0617e-003
15,801	99,561	-483,51	-1,0887e-003
14,974	99,518	-288,23	2,175e-004
12,217	99,39	-287,93	2,3056e-004
12,306	99,394	-285,13	2,3532e-004
13,493	99,446	-283,33	2,3303e-004
15,893	99,566	-475,56	-1,0081e-003
14,624	99,5	-481,23	-1,0646e-003
12,837	99,417	-478,72	-1,0378e-003
14,048	99,472	-476,69	-1,018e-003
15,921	99,568	-470,09	-9,5352e-004
14,116	99,475	-473,75	-9,8841e-004
14,127	99,476	-471,03	-9,6121e-004
15,334	99,537	-293,58	2,0479e-004
12,319	99,394	-290,71	2,2462e-004
13,567	99,449	-292,48	2,1536e-004
15,177	99,528	-298,53	1,9386e-004
13,825	99,462	-295,04	2,0849e-004
13,803	99,46	-296,74	2,0457e-004
15,515	99,546	-464,85	-9,0159e-004
14,088	99,474	-468,49	-9,3593e-004
14,087	99,474	-466,36	-9,1484e-004
15,026	99,521	-303,36	1,8185e-004
12,022	99,382	-300,6	2,0264e-004
13,388	99,441	-299,13	2,0051e-004
13,251	99,435	-302,14	1,9326e-004
15,375	99,539	-459,74	-8,5188e-004
12,361	99,396	-461,59	-8,6634e-004
13,72	99,457	-463,66	-8,8799e-004
13,673	99,454	-460,11	-8,5332e-004
14,87	99,513	-308,32	1,6822e-004
13,515	99,447	-304,58	1,8529e-004
13,506	99,447	-306,38	1,8013e-004
15,214	99,53	-454,79	-8,0427e-004
13,899	99,465	-457,7	-8,3036e-004
13,901	99,465	-456,04	-8,1442e-004
14,775	99,508	-450,14	-7,5972e-004
12,297	99,393	-451,5	-7,6914e-004
13,514	99,447	-453,5	-7,8968e-004
14,371	99,488	-313,3	1,5458e-004
11,764	99,372	-313,01	1,6673e-004
11,808	99,373	-310,47	1,7484e-004
13,085	99,428	-308,89	1,7441e-004
14,216	99,48	-318,25	1,3811e-004
11,666	99,368	-318,09	1,4937e-004
11,686	99,368	-315,48	1,5859e-004
14,595	99,499	-445,46	-7,159e-004
12,245	99,391	-449,39	-7,4911e-004
12,185	99,389	-446,74	-7,2415e-004
14,06	99,473	-323,2	1,202e-004
11,536	99,362	-322,98	1,3145e-004
11,589	99,365	-320,56	1,4052e-004
14,449	99,492	-440,38	-6,6908e-004
12,057	99,383	-444,18	-7,0011e-004
12,02	99,382	-441,46	-6,7507e-004
13,774	99,459	-328,33	1,0064e-004
11,284	99,353	-327,75	1,13e-004
11,458	99,359	-325,45	1,2184e-004
14,369	99,488	-435,38	-6,2397e-004
12,002	99,381	-438,95	-6,52e-004
11,959	99,379	-436,48	-6,2963e-004
13,782	99,459	-333,66	7,748e-005
11,364	99,356	-332,73	9,1037e-005
11,074	99,345	-330,4	1,0237e-004
14,234	99,481	-430,42	-5,7992e-004
11,897	99,377	-434,	-6,0728e-004
11,855	99,375	-431,55	-5,8542e-004
14,471	99,493	-338,67	5,1544e-005
11,809	99,373	-338,34	6,3501e-005
11,581	99,364	-335,4	7,8135e-005
14,141	99,477	-343,23	3,069e-005
12,282	99,393	-340,68	5,0449e-005
14,075	99,473	-425,39	-5,3602e-004
11,782	99,372	-429,07	-5,6345e-004
11,73	99,37	-426,53	-5,4124e-004
13,909	99,465	-420,31	-4,9244e-004
11,645	99,367	-423,99	-5,191e-004
11,604	99,365	-421,51	-4,9783e-004
13,259	99,435	-347,97	9,9078e-006
11,073	99,345	-347,44	2,0467e-005
10,811	99,335	-345,39	3,2042e-005
11,478	99,36	-342,9	4,2372e-005
13,769	99,459	-415,28	-4,5033e-004
11,523	99,362	-418,97	-4,7617e-004
11,489	99,361	-416,52	-4,5561e-004
13,497	99,446	-353,06	-1,8274e-005
11,277	99,352	-352,85	-9,3324e-006
10,995	99,342	-349,96	7,3503e-006
13,653	99,453	-410,32	-4,0967e-004
11,43	99,358	-414,03	-4,3493e-004
11,392	99,357	-411,56	-4,1457e-004
13,361	99,44	-357,99	-4,5426e-005
11,593	99,365	-355,43	-2,4735e-005
13,541	99,448	-405,36	-3,6997e-004
11,336	99,355	-409,08	-3,9439e-004
11,298	99,353	-406,6	-3,7445e-004
13,009	99,424	-363,19	-7,466e-005
10,746	99,332	-362,29	-6,1932e-005
10,415	99,32	-360,18	-4,8391e-005
11,141	99,347	-357,78	-3,6643e-005
13,43	99,443	-400,41	-3,3122e-004
11,242	99,351	-404,12	-3,5474e-004
11,2	99,349	-401,65	-3,353e-004
13,198	99,433	-368,84	-1,0994e-004
